UN Paris,Frequency,Type,UN_Overlap_Shell,UN_Overlap_BP
b increasing,1,2-gram,0,0
the ability,1,2-gram,0,1
ability to,1,2-gram,1,1
to adapt,1,2-gram,1,1
adapt to,1,2-gram,0,1
foster climate,1,2-gram,0,0
and low,1,2-gram,1,0
that does,1,2-gram,0,0
not threaten,1,2-gram,0,0
threaten food,1,2-gram,0,0
production and,1,2-gram,1,1
c making,1,2-gram,0,0
making finance,1,2-gram,0,0
finance flows,1,2-gram,0,0
flows consistent,1,2-gram,0,0
a pathway,1,2-gram,0,0
pathway towards,1,2-gram,0,0
towards low,1,2-gram,0,0
climate resilient,1,2-gram,0,0
resilient development,1,2-gram,0,0
agreement will,1,2-gram,0,0
implemented to,1,2-gram,0,0
to reflect,1,2-gram,1,1
reflect equity,1,2-gram,0,0
of common,1,2-gram,1,0
as nationally,1,2-gram,0,0
change all,1,2-gram,0,0
are to,1,2-gram,1,1
undertake and,1,2-gram,0,0
communicate ambitious,1,2-gram,0,0
ambitious efforts,1,2-gram,0,0
efforts as,1,2-gram,1,0
in articles,1,2-gram,0,0
the view,1,2-gram,0,1
progression over,1,2-gram,0,0
time while,1,2-gram,0,0
while recognizing,1,2-gram,0,0
term temperature,1,2-gram,0,0
goal set,1,2-gram,0,0
parties aim,1,2-gram,0,0
to reach,1,2-gram,1,0
reach global,1,2-gram,0,0
global peaking,1,2-gram,0,0
peaking of,1,2-gram,0,0
emissions as,1,2-gram,1,0
possible recognizing,1,2-gram,0,0
that peaking,1,2-gram,0,0
peaking will,1,2-gram,0,0
take longer,1,2-gram,0,0
longer for,1,2-gram,0,0
undertake rapid,1,2-gram,0,0
rapid reductions,1,2-gram,0,0
reductions thereafter,1,2-gram,0,0
thereafter in,1,2-gram,0,0
with best,1,2-gram,1,0
science so,1,2-gram,0,0
between anthropogenic,1,2-gram,0,0
gases in,1,2-gram,0,0
second half,1,2-gram,0,0
this century,1,2-gram,1,0
century on,1,2-gram,0,0
add each,1,2-gram,0,0
prepare communicate,1,2-gram,0,0
communicate and,1,2-gram,0,0
and maintain,1,2-gram,0,1
maintain successive,1,2-gram,0,0
it intends,1,2-gram,0,0
intends to,1,2-gram,0,0
shall pursue,1,2-gram,0,0
pursue domestic,1,2-gram,0,0
domestic mitigation,1,2-gram,0,0
mitigation measures,1,2-gram,0,1
measures with,1,2-gram,0,0
the aim,1,2-gram,1,0
aim of,1,2-gram,1,0
of achieving,1,2-gram,1,1
the objectives,1,2-gram,1,0
objectives of,1,2-gram,1,1
of such,1,2-gram,1,0
such contributions,1,2-gram,0,0
each party’s,1,2-gram,0,0
party’s successive,1,2-gram,0,0
contribution will,1,2-gram,0,0
beyond the,1,2-gram,1,1
party’s then,1,2-gram,0,0
then current,1,2-gram,0,0
current nationally,1,2-gram,0,0
and reflect,1,2-gram,0,0
reflect its,1,2-gram,0,0
its highest,1,2-gram,0,0
possible ambition,1,2-gram,0,0
ambition reflecting,1,2-gram,0,0
reflecting its,1,2-gram,0,0
its common,1,2-gram,0,0
continue taking,1,2-gram,0,0
lead by,1,2-gram,0,1
by undertaking,1,2-gram,0,0
undertaking economywide,1,2-gram,0,0
economywide absolute,1,2-gram,0,0
absolute emission,1,2-gram,0,0
reduction targets,1,2-gram,0,0
continue enhancing,1,2-gram,0,0
enhancing their,1,2-gram,0,0
and are,1,2-gram,1,1
to move,1,2-gram,1,1
move over,1,2-gram,0,0
time towards,1,2-gram,0,0
towards economy,1,2-gram,0,0
economy wide,1,2-gram,0,1
wide emission,1,2-gram,0,0
reduction or,1,2-gram,0,0
or limitation,1,2-gram,0,0
limitation targets,1,2-gram,0,0
targets in,1,2-gram,0,0
with articles,1,2-gram,0,0
enhanced support,1,2-gram,0,0
will allow,1,2-gram,0,1
may prepare,1,2-gram,0,0
prepare and,1,2-gram,0,0
communicate strategies,1,2-gram,0,0
strategies plans,1,2-gram,0,0
for low,1,2-gram,0,0
development reflecting,1,2-gram,0,0
reflecting their,1,2-gram,0,0
their special,1,2-gram,0,0
benefits resulting,1,2-gram,0,0
from parties’,1,2-gram,0,0
or economic,1,2-gram,0,0
diversification plans,1,2-gram,0,0
plans can,1,2-gram,0,0
can contribute,1,2-gram,1,1
to mitigation,1,2-gram,0,0
outcomes under,1,2-gram,0,0
in communicating,1,2-gram,0,0
contributions all,1,2-gram,0,0
for clarity,1,2-gram,0,0
understanding in,1,2-gram,0,0
shall communicate,1,2-gram,0,0
communicate a,1,2-gram,0,0
contribution every,1,2-gram,0,0
years in,1,2-gram,1,1
be informed,1,2-gram,1,0
informed by,1,2-gram,1,1
the outcomes,1,2-gram,0,1
outcomes of,1,2-gram,0,0
shall consider,1,2-gram,0,0
consider common,1,2-gram,0,0
common time,1,2-gram,0,0
frames for,1,2-gram,0,0
for nationally,1,2-gram,0,0
contributions at,1,2-gram,0,0
may at,1,2-gram,0,0
time adjust,1,2-gram,0,0
adjust its,1,2-gram,0,0
its existing,1,2-gram,0,0
existing nationally,1,2-gram,0,0
contribution with,1,2-gram,0,0
enhancing its,1,2-gram,0,0
its level,1,2-gram,0,0
shall account,1,2-gram,0,0
for their,1,2-gram,1,1
in accounting,1,2-gram,0,0
removals corresponding,1,2-gram,0,0
corresponding to,1,2-gram,0,0
contributions parties,1,2-gram,0,0
shall promote,1,2-gram,0,0
promote environmental,1,2-gram,0,0
integrity transparency,1,2-gram,0,0
completeness comparability,1,2-gram,0,0
comparability and,1,2-gram,0,0
and consistency,1,2-gram,0,0
counting in,1,2-gram,0,0
contributions when,1,2-gram,0,0
when recognizing,1,2-gram,0,0
recognizing and,1,2-gram,0,0
and implementing,1,2-gram,1,0
implementing mitigation,1,2-gram,0,0
to anthropogenic,1,2-gram,0,0
removals parties,1,2-gram,0,0
account as,1,2-gram,0,0
existing methods,1,2-gram,0,0
methods and,1,2-gram,0,0
guidance under,1,2-gram,0,0
add parties,1,2-gram,0,0
consideration in,1,2-gram,1,0
the concerns,1,2-gram,1,1
with economies,1,2-gram,0,0
economies most,1,2-gram,0,0
most affected,1,2-gram,0,0
affected by,1,2-gram,1,1
measures particularly,1,2-gram,0,0
particularly developing,1,2-gram,0,0
including regional,1,2-gram,0,0
have reached,1,2-gram,0,0
reached an,1,2-gram,0,0
act jointly,1,2-gram,0,0
jointly under,1,2-gram,0,0
shall notify,1,2-gram,0,0
notify the,1,2-gram,0,0
the emission,1,2-gram,0,1
level allocated,1,2-gram,0,0
allocated to,1,2-gram,0,0
to each,1,2-gram,1,1
party within,1,2-gram,0,0
within the,1,2-gram,1,1
relevant time,1,2-gram,0,0
time period,1,2-gram,0,0
period when,1,2-gram,0,0
when they,1,2-gram,0,0
they communicate,1,2-gram,0,0
and signatories,1,2-gram,0,0
signatories to,1,2-gram,0,0
convention of,1,2-gram,0,0
agreement referred,1,2-gram,0,0
and if,1,2-gram,1,1
if parties,1,2-gram,0,0
parties acting,1,2-gram,0,0
acting jointly,1,2-gram,0,0
jointly do,1,2-gram,0,0
framework of,1,2-gram,0,0
organization which,1,2-gram,0,0
is itself,1,2-gram,0,0
itself a,1,2-gram,0,0
agreement each,1,2-gram,0,0
each member,1,2-gram,0,1
member state,1,2-gram,0,0
that regional,1,2-gram,0,0
organization individually,1,2-gram,0,0
individually and,1,2-gram,0,0
the regional,1,2-gram,0,1
agreement communicated,1,2-gram,0,0
communicated under,1,2-gram,0,0
and all,1,2-gram,0,1
should strive,1,2-gram,0,0
communicate long,1,2-gram,0,0
strategies mindful,1,2-gram,0,0
mindful of,1,2-gram,0,1
account their,1,2-gram,0,0
their common,1,2-gram,0,0
to conserve,1,2-gram,0,0
conserve and,1,2-gram,0,0
enhance as,1,2-gram,0,0
appropriate sinks,1,2-gram,0,0
gases as,1,2-gram,0,0
paragraph d,1,2-gram,0,0
d of,1,2-gram,0,0
including forests,1,2-gram,0,0
implement and,1,2-gram,0,0
through results,1,2-gram,0,0
payments the,1,2-gram,0,0
existing framework,1,2-gram,0,0
framework as,1,2-gram,0,0
in related,1,2-gram,0,1
related guidance,1,2-gram,0,0
guidance and,1,2-gram,1,1
and decisions,1,2-gram,0,0
decisions already,1,2-gram,0,0
already agreed,1,2-gram,0,0
agreed under,1,2-gram,0,0
convention for,1,2-gram,0,0
for,1,2-gram,0,0
for activities,1,2-gram,0,0
activities relating,1,2-gram,0,1
to reducing,1,2-gram,0,1
stocks in,1,2-gram,0,0
of incentivizing,1,2-gram,0,0
incentivizing as,1,2-gram,0,0
appropriate non,1,2-gram,0,0
such approaches,1,2-gram,0,0
that some,1,2-gram,0,1
some parties,1,2-gram,0,0
parties choose,1,2-gram,0,0
choose to,1,2-gram,1,0
to pursue,1,2-gram,1,1
pursue voluntary,1,2-gram,0,0
voluntary cooperation,1,2-gram,0,0
to allow,1,2-gram,1,1
shall where,1,2-gram,0,0
where engaging,1,2-gram,0,0
engaging on,1,2-gram,0,0
basis in,1,2-gram,1,1
in cooperative,1,2-gram,0,0
cooperative approaches,1,2-gram,0,0
approaches that,1,2-gram,0,0
that involve,1,2-gram,0,1
involve the,1,2-gram,0,0
outcomes towards,1,2-gram,0,0
towards nationally,1,2-gram,0,0
contributions promote,1,2-gram,0,0
transparency including,1,2-gram,0,0
in governance,1,2-gram,0,0
governance and,1,2-gram,0,0
apply robust,1,2-gram,0,0
robust accounting,1,2-gram,0,0
accounting to,1,2-gram,0,0
ensure inter,1,2-gram,0,0
counting consistent,1,2-gram,0,0
outcomes to,1,2-gram,0,0
achieve nationally,1,2-gram,0,0
be voluntary,1,2-gram,0,0
voluntary and,1,2-gram,0,0
and authorized,1,2-gram,0,0
by participating,1,2-gram,1,0
participating parties,1,2-gram,0,0
support sustainable,1,2-gram,0,0
for use,1,2-gram,1,1
use by,1,2-gram,0,1
be supervised,1,2-gram,0,0
supervised by,1,2-gram,0,0
a body,1,2-gram,0,0
body designated,1,2-gram,0,0
designated by,1,2-gram,0,0
shall aim,1,2-gram,0,0
emissions while,1,2-gram,1,0
while fostering,1,2-gram,0,0
fostering sustainable,1,2-gram,0,0
development b,1,2-gram,0,0
to incentivize,1,2-gram,0,0
incentivize and,1,2-gram,0,0
and facilitate,1,2-gram,1,0
facilitate participation,1,2-gram,0,0
by public,1,2-gram,0,0
private entities,1,2-gram,0,0
entities authorized,1,2-gram,0,0
party c,1,2-gram,0,0
host party,1,2-gram,0,0
party which,1,2-gram,0,0
which will,1,2-gram,1,1
will benefit,1,2-gram,0,0
benefit from,1,2-gram,1,1
activities resulting,1,2-gram,0,0
resulting in,1,2-gram,0,1
in emission,1,2-gram,0,0
that can,1,2-gram,1,1
can also,1,2-gram,1,1
to fulfil,1,2-gram,1,1
fulfil its,1,2-gram,0,0
d to,1,2-gram,0,0
to deliver,1,2-gram,1,1
deliver an,1,2-gram,0,0
an overall,1,2-gram,0,0
overall mitigation,1,2-gram,0,0
mitigation in,1,2-gram,0,0
host party’s,1,2-gram,0,0
party’s nationally,1,2-gram,0,0
contribution if,1,2-gram,0,0
if used,1,2-gram,1,0
shall ensure,1,2-gram,0,0
that a,1,2-gram,1,1
a share,1,2-gram,0,1
share of,1,2-gram,1,1
the proceeds,1,2-gram,0,0
proceeds from,1,2-gram,1,1
from activities,1,2-gram,0,0
article is,1,2-gram,0,0
is used,1,2-gram,1,1
cover administrative,1,2-gram,0,0
administrative expenses,1,2-gram,0,0
expenses as,1,2-gram,0,0
meet the,1,2-gram,1,1
the costs,1,2-gram,1,1
costs of,1,2-gram,1,0
shall adopt,1,2-gram,0,0
of integrated,1,2-gram,0,0
integrated holistic,1,2-gram,0,0
and balanced,1,2-gram,1,0
balanced non,1,2-gram,0,0
approaches being,1,2-gram,0,0
being available,1,2-gram,0,0
and poverty,1,2-gram,0,0
poverty eradication,1,2-gram,0,0
eradication in,1,2-gram,0,0
a coordinated,1,2-gram,0,0
coordinated and,1,2-gram,0,0
and effective,1,2-gram,1,1
effective manner,1,2-gram,0,0
manner including,1,2-gram,0,0
building as,1,2-gram,0,0
these approaches,1,2-gram,0,0
aim to,1,2-gram,1,1
a promote,1,2-gram,0,0
promote mitigation,1,2-gram,0,0
adaptation ambition,1,2-gram,0,0
ambition b,1,2-gram,0,0
enhance public,1,2-gram,0,0
sector participation,1,2-gram,0,0
c enable,1,2-gram,0,0
enable opportunities,1,2-gram,0,0
for coordination,1,2-gram,0,0
coordination across,1,2-gram,0,0
across instruments,1,2-gram,0,0
relevant institutional,1,2-gram,0,0
a framework,1,2-gram,0,1
hereby defined,1,2-gram,0,0
defined to,1,2-gram,0,0
approaches referred,1,2-gram,0,0
parties hereby,1,2-gram,0,0
hereby establish,1,2-gram,0,0
adaptation of,1,2-gram,0,0
enhancing adaptive,1,2-gram,0,0
adaptive capacity,1,2-gram,0,0
capacity strengthening,1,2-gram,0,0
and reducing,1,2-gram,0,0
reducing vulnerability,1,2-gram,0,0
change with,1,2-gram,0,0
view fccc,1,2-gram,0,0
add to,1,2-gram,0,0
to contributing,1,2-gram,0,0
contributing to,1,2-gram,1,1
and ensuring,1,2-gram,1,0
ensuring an,1,2-gram,0,0
an adequate,1,2-gram,0,0
adequate adaptation,1,2-gram,0,0
adaptation response,1,2-gram,0,0
response in,1,2-gram,1,1
global challenge,1,2-gram,0,1
challenge faced,1,2-gram,0,0
faced by,1,2-gram,0,0
all with,1,2-gram,0,0
with local,1,2-gram,1,1
local subnational,1,2-gram,0,0
subnational national,1,2-gram,0,0
international dimensions,1,2-gram,0,0
dimensions and,1,2-gram,0,0
a key,1,2-gram,1,0
key component,1,2-gram,0,0
and makes,1,2-gram,0,0
makes a,1,2-gram,1,1
a contribution,1,2-gram,0,0
term global,1,2-gram,0,0
to protect,1,2-gram,1,1
protect people,1,2-gram,0,0
people livelihoods,1,2-gram,0,0
ecosystems taking,1,2-gram,0,0
and immediate,1,2-gram,0,0
immediate needs,1,2-gram,0,0
be recognized,1,2-gram,0,0
recognized in,1,2-gram,0,1
current need,1,2-gram,0,0
is significant,1,2-gram,0,0
significant and,1,2-gram,0,0
greater levels,1,2-gram,1,0
mitigation can,1,2-gram,0,0
can reduce,1,2-gram,0,0
for additional,1,2-gram,0,0
additional adaptation,1,2-gram,0,0
needs can,1,2-gram,0,0
can involve,1,2-gram,0,0
involve greater,1,2-gram,0,0
adaptation costs,1,2-gram,0,0
parties acknowledge,1,2-gram,0,0
acknowledge that,1,2-gram,0,0
action should,1,2-gram,0,0
should follow,1,2-gram,0,0
follow a,1,2-gram,0,0
a country,1,2-gram,1,1
driven genderresponsive,1,2-gram,0,0
genderresponsive participatory,1,2-gram,0,0
participatory and,1,2-gram,0,0
and fully,1,2-gram,0,0
fully transparent,1,2-gram,0,0
transparent approach,1,2-gram,0,0
approach taking,1,2-gram,0,0
consideration vulnerable,1,2-gram,0,0
vulnerable groups,1,2-gram,0,0
groups communities,1,2-gram,0,0
ecosystems and,1,2-gram,0,0
be based,1,2-gram,0,0
and guided,1,2-gram,0,0
science and,1,2-gram,1,0
appropriate traditional,1,2-gram,0,0
traditional knowledge,1,2-gram,0,0
knowledge knowledge,1,2-gram,0,0
knowledge of,1,2-gram,1,0
peoples and,1,2-gram,0,0
local knowledge,1,2-gram,1,1
knowledge systems,1,2-gram,0,0
systems with,1,2-gram,0,0
to integrating,1,2-gram,0,0
integrating adaptation,1,2-gram,0,0
adaptation into,1,2-gram,0,0
into relevant,1,2-gram,0,0
relevant socioeconomic,1,2-gram,0,0
environmental policies,1,2-gram,0,0
actions where,1,2-gram,0,1
of taking,1,2-gram,0,0
should strengthen,1,2-gram,0,0
strengthen their,1,2-gram,1,0
their cooperation,1,2-gram,0,0
enhancing action,1,2-gram,0,0
adaptation taking,1,2-gram,0,0
cancun adaptation,1,2-gram,0,0
adaptation framework,1,2-gram,0,0
framework including,1,2-gram,1,0
regard to,1,2-gram,1,1
a sharing,1,2-gram,0,0
sharing information,1,2-gram,1,0
information good,1,2-gram,0,0
as these,1,2-gram,0,0
these relate,1,2-gram,0,0
relate to,1,2-gram,0,1
to science,1,2-gram,0,0
science planning,1,2-gram,0,0
planning policies,1,2-gram,0,0
implementation in,1,2-gram,0,0
to adaptation,1,2-gram,1,0
b strengthening,1,2-gram,0,0
strengthening institutional,1,2-gram,0,0
arrangements including,1,2-gram,0,0
those under,1,2-gram,0,0
synthesis of,1,2-gram,0,0
and knowledge,1,2-gram,1,1
knowledge and,1,2-gram,1,1
parties c,1,2-gram,0,0
c strengthening,1,2-gram,0,0
strengthening scientific,1,2-gram,0,0
climate including,1,2-gram,0,0
including research,1,2-gram,0,0
research systematic,1,2-gram,0,0
systematic observation,1,2-gram,0,0
observation of,1,2-gram,0,0
climate system,1,2-gram,0,1
system and,1,2-gram,1,1
systems in,1,2-gram,0,0
that informs,1,2-gram,0,0
informs climate,1,2-gram,0,0
climate services,1,2-gram,0,0
services and,1,2-gram,0,1
and supports,1,2-gram,0,0
supports decision,1,2-gram,0,0
decision making,1,2-gram,1,1
making d,1,2-gram,0,0
d assisting,1,2-gram,0,0
identifying effective,1,2-gram,0,0
effective adaptation,1,2-gram,0,0
adaptation practices,1,2-gram,0,0
practices adaptation,1,2-gram,0,0
needs priorities,1,2-gram,0,0
priorities support,1,2-gram,0,0
received for,1,2-gram,0,0
challenges and,1,2-gram,1,0
gaps in,1,2-gram,0,0
manner consistent,1,2-gram,0,0
with encouraging,1,2-gram,0,0
encouraging good,1,2-gram,0,0
e improving,1,2-gram,0,0
improving the,1,2-gram,1,1
and durability,1,2-gram,0,0
durability of,1,2-gram,0,0
nations specialized,1,2-gram,0,0
specialized organizations,1,2-gram,0,0
and agencies,1,2-gram,0,0
agencies are,1,2-gram,0,0
shall as,1,2-gram,0,0
appropriate engage,1,2-gram,0,0
in adaptation,1,2-gram,0,0
adaptation planning,1,2-gram,0,0
development or,1,2-gram,0,0
or enhancement,1,2-gram,0,0
relevant plans,1,2-gram,0,0
or contributions,1,2-gram,0,0
contributions which,1,2-gram,0,0
include,1,2-gram,0,1
actions undertakings,1,2-gram,0,0
undertakings and,1,2-gram,0,0
or efforts,1,2-gram,0,0
efforts b,1,2-gram,0,0
implement national,1,2-gram,0,0
plans c,1,2-gram,0,0
and vulnerability,1,2-gram,0,0
vulnerability with,1,2-gram,0,0
to formulating,1,2-gram,0,0
formulating nationally,1,2-gram,0,0
determined prioritized,1,2-gram,0,0
prioritized actions,1,2-gram,0,0
actions taking,1,2-gram,0,0
account vulnerable,1,2-gram,0,0
vulnerable people,1,2-gram,0,0
people places,1,2-gram,0,0
places and,1,2-gram,0,0
ecosystems d,1,2-gram,0,0
d monitoring,1,2-gram,0,0
monitoring and,1,2-gram,1,1
and evaluating,1,2-gram,0,1
evaluating and,1,2-gram,0,1
and learning,1,2-gram,0,1
learning from,1,2-gram,1,1
from adaptation,1,2-gram,0,0
policies programmes,1,2-gram,0,0
programmes and,1,2-gram,1,0
e building,1,2-gram,0,0
building the,1,2-gram,0,1
the resilience,1,2-gram,1,1
of socioeconomic,1,2-gram,0,0
and ecological,1,2-gram,0,0
ecological systems,1,2-gram,0,0
systems including,1,2-gram,1,0
through economic,1,2-gram,0,0
of natural,1,2-gram,1,1
natural resources,1,2-gram,1,1
should as,1,2-gram,0,0
appropriate submit,1,2-gram,0,0
submit and,1,2-gram,0,0
update periodically,1,2-gram,0,0
periodically an,1,2-gram,0,0
an adaptation,1,2-gram,0,0
communication which,1,2-gram,0,0
include its,1,2-gram,0,0
its priorities,1,2-gram,0,1
priorities implementation,1,2-gram,0,0
support needs,1,2-gram,0,0
needs plans,1,2-gram,0,0
actions without,1,2-gram,0,0
without creating,1,2-gram,0,0
creating any,1,2-gram,0,0
any additional,1,2-gram,0,0
additional burden,1,2-gram,0,0
burden for,1,2-gram,0,0
appropriate submitted,1,2-gram,0,0
submitted and,1,2-gram,0,0
and updated,1,2-gram,1,0
updated periodically,1,2-gram,0,0
periodically as,1,2-gram,0,0
a component,1,2-gram,0,1
of or,1,2-gram,0,0
or in,1,2-gram,0,1
with other,1,2-gram,1,1
other communications,1,2-gram,0,0
communications or,1,2-gram,0,0
or documents,1,2-gram,0,0
documents including,1,2-gram,0,0
including a,1,2-gram,1,1
adaptation plan,1,2-gram,0,0
plan a,1,2-gram,0,0
contribution as,1,2-gram,0,0
or a,1,2-gram,1,1
national communication,1,2-gram,0,0
adaptation communications,1,2-gram,0,0
continuous and,1,2-gram,1,0
enhanced international,1,2-gram,0,0
international support,1,2-gram,0,0
of paragraphs,1,2-gram,0,0
of articles,1,2-gram,0,0
shall inter,1,2-gram,0,0
a recognize,1,2-gram,0,0
recognize adaptation,1,2-gram,0,0
action taking,1,2-gram,0,0
article c,1,2-gram,0,0
c review,1,2-gram,0,0
d review,1,2-gram,0,0
overall progress,1,2-gram,0,0
in achieving,1,2-gram,0,1
of averting,1,2-gram,0,0
averting minimizing,1,2-gram,0,0
minimizing and,1,2-gram,0,0
and addressing,1,2-gram,0,1
addressing loss,1,2-gram,0,0
including extreme,1,2-gram,0,0
extreme weather,1,2-gram,0,1
weather events,1,2-gram,0,1
and slow,1,2-gram,0,0
in reducing,1,2-gram,1,0
reducing the,1,2-gram,1,1
the risk,1,2-gram,1,1
risk of,1,2-gram,1,1
of loss,1,2-gram,0,0
impacts shall,1,2-gram,0,0
and may,1,2-gram,1,0
enhanced and,1,2-gram,0,0
and strengthened,1,2-gram,0,0
strengthened as,1,2-gram,0,0
as determined,1,2-gram,0,0
determined by,1,2-gram,0,0
mechanism as,1,2-gram,0,0
appropriate on,1,2-gram,0,0
a cooperative,1,2-gram,0,0
cooperative and,1,2-gram,0,0
facilitative basis,1,2-gram,0,0
basis with,1,2-gram,0,0
to loss,1,2-gram,0,0
add accordingly,1,2-gram,0,0
accordingly areas,1,2-gram,0,0
of cooperation,1,2-gram,0,0
and facilitation,1,2-gram,0,0
facilitation to,1,2-gram,0,0
support may,1,2-gram,0,0
include,1,2-gram,0,1
a early,1,2-gram,0,0
systems b,1,2-gram,0,0
b emergency,1,2-gram,0,0
emergency preparedness,1,2-gram,0,0
preparedness c,1,2-gram,0,0
c slow,1,2-gram,0,0
events d,1,2-gram,0,0
d events,1,2-gram,0,0
events that,1,2-gram,1,0
may involve,1,2-gram,1,0
involve irreversible,1,2-gram,0,0
irreversible and,1,2-gram,0,0
and permanent,1,2-gram,1,0
permanent loss,1,2-gram,0,0
damage e,1,2-gram,0,0
e comprehensive,1,2-gram,0,0
risk assessment,1,2-gram,1,1
and management,1,2-gram,1,1
management f,1,2-gram,0,0
f risk,1,2-gram,0,0
risk insurance,1,2-gram,0,0
insurance facilities,1,2-gram,0,0
facilities climate,1,2-gram,0,0
climate risk,1,2-gram,0,0
risk pooling,1,2-gram,0,0
pooling and,1,2-gram,0,0
other insurance,1,2-gram,0,0
insurance solutions,1,2-gram,0,0
solutions g,1,2-gram,0,0
g non,1,2-gram,0,0
non economic,1,2-gram,0,0
economic losses,1,2-gram,0,0
losses and,1,2-gram,0,1
and h,1,2-gram,0,0
h resilience,1,2-gram,0,0
of communities,1,2-gram,1,1
communities livelihoods,1,2-gram,0,0
mechanism shall,1,2-gram,0,0
shall collaborate,1,2-gram,0,0
collaborate with,1,2-gram,1,1
with existing,1,2-gram,0,0
article developed,1,2-gram,0,0
provide financial,1,2-gram,0,1
in continuation,1,2-gram,0,0
existing obligations,1,2-gram,0,0
provide or,1,2-gram,0,0
or continue,1,2-gram,0,0
provide such,1,2-gram,0,0
support voluntarily,1,2-gram,0,0
as part,1,2-gram,1,1
global effort,1,2-gram,0,0
effort developed,1,2-gram,0,0
take the,1,2-gram,0,0
lead in,1,2-gram,0,0
in mobilizing,1,2-gram,0,0
mobilizing climate,1,2-gram,0,0
a wide,1,2-gram,0,1
wide variety,1,2-gram,0,1
of sources,1,2-gram,1,0
sources instruments,1,2-gram,0,0
and channels,1,2-gram,0,0
channels noting,1,2-gram,0,0
significant role,1,2-gram,0,0
public funds,1,2-gram,0,0
funds through,1,2-gram,0,0
a variety,1,2-gram,1,1
including supporting,1,2-gram,0,1
supporting country,1,2-gram,0,0
such mobilization,1,2-gram,0,0
finance should,1,2-gram,0,0
should represent,1,2-gram,0,0
beyond previous,1,2-gram,0,0
previous efforts,1,2-gram,0,0
of scaled,1,2-gram,0,0
scaled up,1,2-gram,0,0
up financial,1,2-gram,0,0
resources should,1,2-gram,0,0
should aim,1,2-gram,0,0
between adaptation,1,2-gram,0,0
mitigation taking,1,2-gram,0,0
account country,1,2-gram,0,0
the priorities,1,2-gram,0,0
have significant,1,2-gram,0,1
significant capacity,1,2-gram,0,0
capacity constraints,1,2-gram,0,0
constraints such,1,2-gram,0,0
states considering,1,2-gram,0,0
considering the,1,2-gram,1,1
for public,1,2-gram,0,0
and grant,1,2-gram,0,0
grant based,1,2-gram,0,0
based resources,1,2-gram,0,0
resources for,1,2-gram,0,0
shall biennially,1,2-gram,0,0
biennially communicate,1,2-gram,0,0
communicate indicative,1,2-gram,0,0
indicative quantitative,1,2-gram,0,0
quantitative and,1,2-gram,0,0
and qualitative,1,2-gram,0,0
qualitative information,1,2-gram,0,0
to paragraphs,1,2-gram,0,0
as applicable,1,2-gram,0,0
applicable including,1,2-gram,0,0
as available,1,2-gram,0,0
available projected,1,2-gram,0,0
projected levels,1,2-gram,0,0
public financial,1,2-gram,0,0
parties providing,1,2-gram,0,0
providing resources,1,2-gram,0,0
resources are,1,2-gram,1,1
communicate biennially,1,2-gram,0,0
biennially such,1,2-gram,0,0
such information,1,2-gram,0,0
information provided,1,2-gram,0,0
or agreement,1,2-gram,0,0
agreement bodies,1,2-gram,0,0
provide transparent,1,2-gram,0,0
transparent and,1,2-gram,1,0
and consistent,1,2-gram,0,1
consistent information,1,2-gram,0,0
parties provided,1,2-gram,0,0
interventions biennially,1,2-gram,0,0
biennially in,1,2-gram,0,0
guidelines to,1,2-gram,1,0
its fccc,1,2-gram,0,0
add first,1,2-gram,0,0
session as,1,2-gram,0,0
as stipulated,1,2-gram,0,0
so the,1,2-gram,0,1
its operating,1,2-gram,1,0
entities shall,1,2-gram,0,0
serving this,1,2-gram,0,0
ensure efficient,1,2-gram,0,0
efficient access,1,2-gram,0,0
to financial,1,2-gram,0,0
resources through,1,2-gram,0,0
simplified approval,1,2-gram,0,0
enhanced readiness,1,2-gram,0,0
states in,1,2-gram,0,0
national climate,1,2-gram,0,0
climate strategies,1,2-gram,0,0
and plans,1,2-gram,1,0
parties share,1,2-gram,0,0
share a,1,2-gram,0,0
a long,1,2-gram,1,1
vision on,1,2-gram,0,0
of fully,1,2-gram,0,0
fully realizing,1,2-gram,0,0
realizing technology,1,2-gram,0,0
improve resilience,1,2-gram,0,0
reduce greenhouse,1,2-gram,0,0
parties noting,1,2-gram,0,0
technology for,1,2-gram,0,1
recognizing existing,1,2-gram,0,0
existing technology,1,2-gram,0,0
technology deployment,1,2-gram,0,0
deployment and,1,2-gram,0,0
dissemination efforts,1,2-gram,0,0
efforts shall,1,2-gram,0,0
shall strengthen,1,2-gram,0,0
strengthen cooperative,1,2-gram,0,0
framework is,1,2-gram,1,1
established to,1,2-gram,0,0
provide overarching,1,2-gram,0,0
overarching guidance,1,2-gram,0,0
in promoting,1,2-gram,0,0
promoting and,1,2-gram,0,0
facilitating enhanced,1,2-gram,0,0
vision referred,1,2-gram,0,0
accelerating encouraging,1,2-gram,0,0
encouraging and,1,2-gram,0,0
enabling innovation,1,2-gram,0,0
innovation is,1,2-gram,1,0
is critical,1,2-gram,1,0
critical for,1,2-gram,0,0
effective longterm,1,2-gram,0,0
longterm global,1,2-gram,0,0
and promoting,1,2-gram,0,1
promoting economic,1,2-gram,0,0
economic growth,1,2-gram,1,1
growth and,1,2-gram,1,0
such effort,1,2-gram,0,0
effort shall,1,2-gram,0,0
appropriate supported,1,2-gram,0,0
supported including,1,2-gram,0,0
